Term,Frequency,Source
zukunftsfest,1,GRUENE
funktionsgerechte,1,GRUENE
programmauftrag,1,GRUENE
interessen,7,GRUENE
abzubilden,1,GRUENE
reformbedarf,1,GRUENE
rundfunks,1,GRUENE
überprüft,2,GRUENE
rundfunkräte,1,GRUENE
durchsetzungsstärker,1,GRUENE
sender,1,GRUENE
staatsferner,1,GRUENE
mediatheken,1,GRUENE
angemessener,2,GRUENE
urheber,2,GRUENE
verzahnt,1,GRUENE
staatsfern,1,GRUENE
organisierte,4,GRUENE
qualitätsjournalismus,1,GRUENE
quellenschutz,1,GRUENE
auskunftsansprüchen,1,GRUENE
öffnung,1,GRUENE
künstlersozialkasse,2,GRUENE
beitragspflicht,1,GRUENE
medienplattformen,1,GRUENE
gemeinnütziger,1,GRUENE
hasskriminalität,4,GRUENE
nutzerrechte,1,GRUENE
persönlichkeitsschutz,1,GRUENE
meinungsfreiheit,1,GRUENE
bewusste,1,GRUENE
falschinformationen,1,GRUENE
wirksamer,2,GRUENE
gesetzesrahmen,1,GRUENE
services,1,GRUENE
nutzerbeschwerden,1,GRUENE
zivilrechtlichen,1,GRUENE
klarer,1,GRUENE
rechtsvorgaben,1,GRUENE
europaweit,3,GRUENE
aushöhlen,1,GRUENE
haftbar,1,GRUENE
moderieren,1,GRUENE
inhalten,2,GRUENE
repräsentativen,1,GRUENE
plattformräten,1,GRUENE
abgabe,1,GRUENE
hass,1,GRUENE
gewaltschutz,1,GRUENE
accounts,1,GRUENE
vorzugehen,1,GRUENE
täter,2,GRUENE
festgestellt,1,GRUENE
meinung,2,GRUENE
porno,1,GRUENE
nutzergenerierte,1,GRUENE
hosten,1,GRUENE
bildmaterial,1,GRUENE
desinformation,1,GRUENE
rechtskontrolle,1,GRUENE
strukturieren,1,GRUENE
medienanstalt,1,GRUENE
uploadfiltern,1,GRUENE
unzähliger,1,GRUENE
heimarbeit,1,GRUENE
verschlüsselung,1,GRUENE
abstimmungsmöglichkeiten,1,GRUENE
vereins,3,GRUENE
parteiarbeit,1,GRUENE
gesellschaftlich,4,GRUENE
entwickler,1,GRUENE
anwendungsfreundlich,1,GRUENE
förderstiftung,2,GRUENE
durchgehende,1,GRUENE
verschlüsselungen,1,GRUENE
demokratiefördergesetz,4,GRUENE
elementar,1,GRUENE
engagierte,2,GRUENE
ngos,1,GRUENE
tagesordnung,1,GRUENE
willensbildung,2,GRUENE
einschüchterung,1,GRUENE
kriminalisierung,3,GRUENE
nachgehen,2,GRUENE
demokratiebelebender,1,GRUENE
projektunabhängig,1,GRUENE
werten,4,GRUENE
grundgesetzes,3,GRUENE
öffnet,1,GRUENE
eigenständig,1,GRUENE
gemeinnützigkeitsrecht,3,GRUENE
meinungsäußerungen,1,GRUENE
staatswesens,1,GRUENE
tragender,1,GRUENE
gemeinnützig,1,GRUENE
zusätzlicher,1,GRUENE
zwecke,3,GRUENE
friedens,2,GRUENE
rechtsstaatlichkeit,14,GRUENE
sozialstaatsgebotes,1,GRUENE
anerkennen,3,GRUENE
demokratieklausel,1,GRUENE
vereine,3,GRUENE
beweislastumkehr,2,GRUENE
absatz,2,GRUENE
abgabenordnung,1,GRUENE
gemeinnützigkeitsregister,1,GRUENE
handhabbaren,1,GRUENE
offenlegung,1,GRUENE
spendenstruktur,1,GRUENE
ehrenamt,5,GRUENE
stützen,1,GRUENE
ehrenamtes,1,GRUENE
entfernungen,1,GRUENE
physischen,1,GRUENE
engagementkarte,1,GRUENE
schwimmbädern,1,GRUENE
vergünstigen,1,GRUENE
übungsleiter,1,GRUENE
ehrenamtspauschale,1,GRUENE
sukzessive,1,GRUENE
freiwilligendienste,3,GRUENE
freiwilligendienst,1,GRUENE
jugendfreiwilligendienste,1,GRUENE
bundesfreiwilligendienst,1,GRUENE
plätze,1,GRUENE
ausfinanziert,1,GRUENE
taschengeldsätze,1,GRUENE
kostenlose,1,GRUENE
tickets,1,GRUENE
orientierungsphase,1,GRUENE
beendigung,2,GRUENE
berufslebens,1,GRUENE
freiwilligendienstplatz,1,GRUENE
einbürgerung,2,GRUENE
staatsangehörigkeit,2,GRUENE
dauerhaftes,2,GRUENE
gleichheit,1,GRUENE
zugehörigkeit,1,GRUENE
geboren,3,GRUENE
staatsbürgerschaft,1,GRUENE
rechtmäßig,1,GRUENE
gewöhnlichen,1,GRUENE
aufenthalt,4,GRUENE
nationalsozialistischen,1,GRUENE
unrecht,4,GRUENE
jahrelang,2,GRUENE
einbürgerungen,1,GRUENE
beschleunigtes,1,GRUENE
vereinfachtes,1,GRUENE
einbürgerungsverfahren,2,GRUENE
optionszwang,1,GRUENE
staatsangehörigkeitsrecht,1,GRUENE
mehrstaatigkeit,1,GRUENE
vorgenommenen,2,GRUENE
aushöhlungen,2,GRUENE
staatsangehörigkeitsrechts,1,GRUENE
identitätsklärung,1,GRUENE
einzubürgernden,1,GRUENE
angelastet,1,GRUENE
binationale,1,GRUENE
trauschein,1,GRUENE
einreise,1,GRUENE
einwanderungsland,1,GRUENE
einwanderungspolitik,1,GRUENE
einwanderungsrecht,2,GRUENE
komplizierter,1,GRUENE
beschließen,2,GRUENE
zugangswege,5,GRUENE
arbeitsmigration,2,GRUENE
formale,1,GRUENE
nachweisen,1,GRUENE
arbeitskräftebedarfs,1,GRUENE
punktebasierte,1,GRUENE
bildungsmigration,1,GRUENE
ausbildungsvisa,1,GRUENE
aufenthaltserlaubnis,2,GRUENE
erworbenen,1,GRUENE
berufsqualifikationen,1,GRUENE
sechsmonatigen,1,GRUENE
integriert,2,GRUENE
arbeitskräftebedarf,1,GRUENE
passt,2,GRUENE
westbalkanregelung,1,GRUENE
mittendrin,1,GRUENE
wechselseitiger,1,GRUENE
teilhabechancen,2,GRUENE
zusammenkommen,2,GRUENE
einschlagen,2,GRUENE
sprachkursen,2,GRUENE
ankommenden,1,GRUENE
migrant,1,GRUENE
passgenauen,1,GRUENE
erreichbaren,1,GRUENE
bundesfinanzierten,1,GRUENE
integrationskursen,1,GRUENE
zugänglichkeit,1,GRUENE
kurse,1,GRUENE
lernschwierigkeiten,1,GRUENE
familiennachzügler,1,GRUENE
kostenpflichtig,1,GRUENE
2015,1,GRUENE
ausgebauten,1,GRUENE
aufrechterhalten,1,GRUENE
gelingende,1,GRUENE
beratungsangebot,1,GRUENE
unterschiedslose,1,GRUENE
gesamtgesellschaftlichen,1,GRUENE
integrationsfonds,2,GRUENE
migrationsberatungsstellen,1,GRUENE
dolmetschleistungen,1,GRUENE
gemeinwesen,2,GRUENE
unterstützungsstrukturen,1,GRUENE
entlastungen,1,GRUENE
flüchtlinge,4,GRUENE
freizügigkeit,3,GRUENE
identifizierung,2,GRUENE
besonderer,2,GRUENE
schutzbedarfe,1,GRUENE
anhörung,1,GRUENE
erlittener,1,GRUENE
dazugehörige,1,GRUENE
gewissheit,1,GRUENE
bundesamts,1,GRUENE
migration,6,GRUENE
bamf,2,GRUENE
funktionierendes,1,GRUENE
qualitätsmanagement,1,GRUENE
nichtstaatliche,1,GRUENE
asylverfahrensberatung,1,GRUENE
asylsuchenden,1,GRUENE
ankunft,1,GRUENE
asylverfahrens,2,GRUENE
verlängerte,1,GRUENE
verweildauer,1,GRUENE
erstaufnahmeeinrichtungen,1,GRUENE
rückgängig,2,GRUENE
anker,1,GRUENE
zentren,2,GRUENE
bildungsangeboten,1,GRUENE
anlasslosen,1,GRUENE
widerrufsprüfungen,1,GRUENE
optimieren,1,GRUENE
asylprozessrecht,1,GRUENE
anträgen,1,GRUENE
familienzusammenführung,1,GRUENE
dublin,1,GRUENE
zuzustimmen,1,GRUENE
asylbewerberleistungsgesetz,1,GRUENE
gerechtfertigte,1,GRUENE
ungleichbehandlung,1,GRUENE
integrationsfeindliche,1,GRUENE
arbeitsverbot,1,GRUENE
wohnsitzauflage,1,GRUENE
leistungskürzungen,1,GRUENE
aufenthalts,1,GRUENE
asylrechts,1,GRUENE
erkrankt,1,GRUENE
ausrufung,1,GRUENE
herkunfts,1,GRUENE
flughafenverfahren,1,GRUENE
sofortige,2,GRUENE
zurückweisung,1,GRUENE
binnengrenzen,2,GRUENE
pandemiebedingter,1,GRUENE
studienplätzen,1,GRUENE
aufenthaltsrechtlichen,3,GRUENE
nachteilen,1,GRUENE
duldung,3,GRUENE
perspektivlosigkeit,2,GRUENE
rechtsunsicherheit,1,GRUENE
geduldet,1,GRUENE
erschweren,2,GRUENE
anzukommen,1,GRUENE
hangeln,1,GRUENE
null,1,GRUENE
bleiberecht,3,GRUENE
heranwachsende,1,GRUENE
minderjährigen,1,GRUENE
fällen,4,GRUENE
ernsthafter,1,GRUENE
bemühungen,2,GRUENE
nationalpass,1,GRUENE
passersatzausweis,1,GRUENE
ausstellen,1,GRUENE
umwandlung,1,GRUENE
beschäftigungsduldung,1,GRUENE
aufenthaltsrechte,1,GRUENE
menschenhandel,4,GRUENE
sorgfältiger,1,GRUENE
asyl,5,GRUENE
ausschöpfung,1,GRUENE
rechtsschutzmöglichkeiten,1,GRUENE
aufenthaltsrecht,1,GRUENE
abschiebehindernisse,1,GRUENE
entgegenstehen,2,GRUENE
ausreisen,2,GRUENE
härten,1,GRUENE
abschiebungen,3,GRUENE
rückübernahmeabkommen,3,GRUENE
letzte,1,GRUENE
verweigert,1,GRUENE
haft,1,GRUENE
ausreise,1,GRUENE
massiver,1,GRUENE
eingriff,1,GRUENE
garantierte,1,GRUENE
freiheitsrecht,1,GRUENE
trennungsgebots,1,GRUENE
gewährung,1,GRUENE
rechtsbeistand,1,GRUENE
kriegs,1,GRUENE
krisenländer,1,GRUENE
abschiebestopp,1,GRUENE
syrien,4,GRUENE
afghanistan,2,GRUENE
syrischen,1,GRUENE
abschiebepartnerschaft,1,GRUENE
rückführungen,3,GRUENE
auswärtige,3,GRUENE
reisewarnung,1,GRUENE
ausgesprochen,1,GRUENE
queerpolitik,1,GRUENE
lebensbereichen,1,GRUENE
geteilt,1,GRUENE
sexismus,1,GRUENE
intersektional,2,GRUENE
check,2,GRUENE
maßnahme,1,GRUENE
voranbringt,1,GRUENE
entgegensteht,1,GRUENE
eingreifen,1,GRUENE
bundesstiftung,1,GRUENE
institution,1,GRUENE
gesichertes,1,GRUENE
lebenslagen,1,GRUENE
bündelt,2,GRUENE
sozialwissenschaften,1,GRUENE
genderstudies,1,GRUENE
unverzichtbaren,1,GRUENE
gleichberechtigungsstrategie,1,GRUENE
politikbereiche,3,GRUENE
ressortübergreifend,2,GRUENE
umsetzbare,1,GRUENE
übersetzt,1,GRUENE
feministische,3,GRUENE
eintreten,3,GRUENE
häuslichen,1,GRUENE
nahbereich,1,GRUENE
strukturelles,1,GRUENE
problem,3,GRUENE
medialen,1,GRUENE
rechtsprechung,1,GRUENE
verharmlost,1,GRUENE
gewaltpräventionsprogramme,1,GRUENE
istanbul,3,GRUENE
konvention,7,GRUENE
beschreibt,1,GRUENE
kriminalstatistik,1,GRUENE
ausmaß,1,GRUENE
verübten,1,GRUENE
femiziden,1,GRUENE
begangen,4,GRUENE
eingestuft,1,GRUENE
schutzes,2,GRUENE
geschlechterspezifischer,1,GRUENE
gewaltschutzgesetz,1,GRUENE
novelliert,1,GRUENE
gewaltbetroffene,1,GRUENE
ehemanns,1,GRUENE
partners,1,GRUENE
abhängt,1,GRUENE
sensibilisiert,2,GRUENE
verbale,1,GRUENE
sexuelle,3,GRUENE
belästigung,1,GRUENE
hinnehmen,1,GRUENE
geeignete,2,GRUENE
ordnungsmaßnahmen,1,GRUENE
vergewaltigungen,1,GRUENE
anonymer,1,GRUENE
spurensicherung,1,GRUENE
pille,1,GRUENE
psychosoziale,1,GRUENE
prozessbegleitung,1,GRUENE
monitoringstelle,1,GRUENE
getroffenen,1,GRUENE
verschieden,1,GRUENE
frauenhäuser,2,GRUENE
unversehrtheit,2,GRUENE
frauenhäusern,2,GRUENE
frauenhausplätze,1,GRUENE
wohnsituation,1,GRUENE
beeinträchtigung,1,GRUENE
geldleistung,1,GRUENE
schutzeinrichtungen,1,GRUENE
ihrerseits,1,GRUENE
finanzierungsverantwortung,1,GRUENE
aufenthaltszeit,1,GRUENE
frauenhaus,1,GRUENE
schlechtergestellt,2,GRUENE
älter,1,GRUENE
partnerschaftsgewalt,1,GRUENE
zufluchtsräume,2,GRUENE
intersektionale,2,GRUENE
nichtbinäre,1,GRUENE
beratungseinrichtungen,1,GRUENE
schutzmöglichkeiten,1,GRUENE
abscheuliches,1,GRUENE
strafrechts,1,GRUENE
abzuschieben,1,GRUENE
falsch,1,GRUENE
anzeige,1,GRUENE
aussagebereitschaft,1,GRUENE
zwangsverheiratungen,1,GRUENE
weibliche,1,GRUENE
genitalverstümmelung,1,GRUENE
aufklärungs,1,GRUENE
hilfekampagnen,1,GRUENE
kontaktpersonen,1,GRUENE
pädagogisches,1,GRUENE
prostitution,4,GRUENE
prostituiertenschutzgesetz,1,GRUENE
legalen,3,GRUENE
prostitutionsstätten,1,GRUENE
kontrolliert,5,GRUENE
mehrsprachige,1,GRUENE
umorientierung,1,GRUENE
körper,1,GRUENE
gesicherten,1,GRUENE
zugangs,1,GRUENE
schwangerschaftsabbruch,2,GRUENE
schwangerschaft,2,GRUENE
abbricht,1,GRUENE
versorgungsstrukturen,1,GRUENE
wohnortnahe,1,GRUENE
praxen,1,GRUENE
schwangerschaftsabbrüche,1,GRUENE
vornehmen,1,GRUENE
familienplanungs,1,GRUENE
entstigmatisierung,1,GRUENE
selbstbestimmten,1,GRUENE
abbrüchen,1,GRUENE
generelle,2,GRUENE
kostenübernahme,2,GRUENE
strafgesetzbuch,2,GRUENE
218,1,GRUENE
219,2,GRUENE
schwangere,1,GRUENE
aufsuchen,1,GRUENE
bundeseinheitlich,1,GRUENE
gehsteigbelästigungen,1,GRUENE
ungewollten,1,GRUENE
drohenden,1,GRUENE
anzeigen,1,GRUENE
ärztlich,1,GRUENE
verordnete,1,GRUENE
empfängnisverhütung,1,GRUENE
einfachsten,1,GRUENE
lesbische,1,GRUENE
schwule,2,GRUENE
bisexuelle,2,GRUENE
diskriminierungsfrei,1,GRUENE
geschlechtlichen,2,GRUENE
ergänzung,1,GRUENE
artikels,1,GRUENE
sexueller,2,GRUENE
geschlechtlicher,2,GRUENE
gesellschaftspolitik,1,GRUENE
institutionelle,1,GRUENE
projektförderung,1,GRUENE
blutspendeverbot,1,GRUENE
transgeschlechtliche,1,GRUENE
aufheben,2,GRUENE
gerichtete,1,GRUENE
aufklärungskampagne,1,GRUENE
orientierungen,1,GRUENE
homo,1,GRUENE
bi,2,GRUENE
sensibilisieren,1,GRUENE
geschlechtliche,1,GRUENE
bildungsplänen,1,GRUENE
wiederfinden,1,GRUENE
queerfeindliche,1,GRUENE
statistisch,1,GRUENE
gesondert,1,GRUENE
transsexuellengesetz,2,GRUENE
selbstbestimmungsgesetz,1,GRUENE
überholte,1,GRUENE
geschlechtseintrags,1,GRUENE
namens,1,GRUENE
psychologische,1,GRUENE
zwangsgutachten,1,GRUENE
offenbarungsverbot,1,GRUENE
konkretisieren,1,GRUENE
vorsätzliche,1,GRUENE
verstöße,3,GRUENE
sanktionieren,2,GRUENE
operationen,3,GRUENE
intergeschlechtlichen,1,GRUENE
datengrundlage,1,GRUENE
körperangleichenden,1,GRUENE
hormontherapien,1,GRUENE
körperangleichende,1,GRUENE
entschädigungsfonds,2,GRUENE
kreis,1,GRUENE
verletzt,1,GRUENE
zwangsgeschieden,1,GRUENE
innennahe,2,GRUENE
diebstahl,1,GRUENE
einbrüche,1,GRUENE
gewalttaten,1,GRUENE
hassverbrechen,1,GRUENE
kriminalität,3,GRUENE
früheren,2,GRUENE
personalabbau,1,GRUENE
bundespolizei,3,GRUENE
bundeskriminalamt,2,GRUENE
besetzung,3,GRUENE
offener,2,GRUENE
polizist,4,GRUENE
arbeitsverhältnisse,2,GRUENE
datenverarbeitung,1,GRUENE
kombiniert,1,GRUENE
mobiler,1,GRUENE
geregelten,1,GRUENE
grundvoraussetzung,1,GRUENE
polizeiarbeit,2,GRUENE
polizeiliches,1,GRUENE
ersatz,1,GRUENE
problemlösung,1,GRUENE
externen,1,GRUENE
freiheits,1,GRUENE
streichposten,1,GRUENE
innenpolitik,1,GRUENE
schutzgüter,1,GRUENE
geschlechts,1,GRUENE
aussehens,1,GRUENE
wohnorts,1,GRUENE
komplexen,1,GRUENE
ausführendes,1,GRUENE
gewaltmonopols,1,GRUENE
stelle,4,GRUENE
bundespolizeibeauftragten,1,GRUENE
auftretenden,2,GRUENE
erkannten,1,GRUENE
missständen,1,GRUENE
todesfälle,1,GRUENE
polizeigewahrsam,1,GRUENE
kontrollbefugnisse,1,GRUENE
racial,2,GRUENE
profiling,2,GRUENE
ticketsysteme,1,GRUENE
polizeiliche,1,GRUENE
kontrollen,1,GRUENE
fortbilden,1,GRUENE
fortbildungsbereiche,1,GRUENE
supervision,1,GRUENE
nachbereitet,1,GRUENE
fachstelle,1,GRUENE
seelsorge,2,GRUENE
ethischer,1,GRUENE
einzurichten,1,GRUENE
zebus,1,GRUENE
ethische,3,GRUENE
nrw,1,GRUENE
überfällig,2,GRUENE
rechtsextremismus,5,GRUENE
polizeiforschung,1,GRUENE
rationale,2,GRUENE
sicherheitspolitik,8,GRUENE
faktenlage,1,GRUENE
periodischen,1,GRUENE
sicherheitsbericht,1,GRUENE
aussagekraft,1,GRUENE
bewährt,2,GRUENE
kriminalamt,2,GRUENE
grenzüberschreitend,2,GRUENE
islamistische,1,GRUENE
rechtsextreme,3,GRUENE
terrornetzwerke,1,GRUENE
landesgrenzen,1,GRUENE
verteidigung,3,GRUENE
grenzüberschreitende,2,GRUENE
polizeiteams,1,GRUENE
aufwertung,1,GRUENE
europol,1,GRUENE
justizielle,1,GRUENE
eurojust,1,GRUENE
finanzen,1,GRUENE
betrugsbekämpfungsamt,1,GRUENE
olaf,1,GRUENE
modernster,1,GRUENE
analysemethoden,1,GRUENE
datenbanken,2,GRUENE
datenschutzstandards,2,GRUENE
rechtsschutzes,1,GRUENE
strafverfahren,2,GRUENE
verfassungsschutz,3,GRUENE
ordnen,1,GRUENE
verspielt,1,GRUENE
hinblick,2,GRUENE
nsu,3,GRUENE
komplex,1,GRUENE
personellen,3,GRUENE
neuanfang,1,GRUENE
beobachten,1,GRUENE
analysefähigkeit,1,GRUENE
verfassungsschutzes,1,GRUENE
sachverstand,1,GRUENE
verfassungsfeindliche,1,GRUENE
bestrebungen,2,GRUENE
systematischer,1,GRUENE
verkleinerten,1,GRUENE
gefahrenerkennung,1,GRUENE
spionageabwehr,1,GRUENE
rechtsstaatskonformen,1,GRUENE
nachrichtendienstlichen,1,GRUENE
abgegrenzt,1,GRUENE
polizeilichen,1,GRUENE
effektivere,1,GRUENE
zurückzugewinnen,1,GRUENE
nachrichtendienste,2,GRUENE
zerschlagen,2,GRUENE
32,1,GRUENE
rechtsextremist,2,GRUENE
ausgrenzend,1,GRUENE
völkischen,1,GRUENE
ansatzes,1,GRUENE
transnational,1,GRUENE
rechtsextremistischer,1,GRUENE
sicherheitsbehörden,6,GRUENE
sicherheitsorgane,1,GRUENE
bündel,1,GRUENE
sanktionsmaßnahmen,1,GRUENE
präventionsarbeit,2,GRUENE
antifeministische,1,GRUENE
nationalistisch,1,GRUENE
völkische,1,GRUENE
letzterer,1,GRUENE
gewaltbereite,1,GRUENE
ülkücü,1,GRUENE
umgangssprachlich,1,GRUENE
graue,1,GRUENE
wölfe,1,GRUENE
stehenden,1,GRUENE
zurückdrängen,1,GRUENE
zurückdrängung,1,GRUENE
rechtsextremer,2,GRUENE
initiieren,2,GRUENE
hassgewalt,1,GRUENE
erfassen,1,GRUENE
mordserie,1,GRUENE
rechtsterroristischen,2,GRUENE
rassistische,1,GRUENE
rechtsextremistische,1,GRUENE
terrorakte,1,GRUENE
morde,2,GRUENE
hanau,1,GRUENE
aufgearbeitet,4,GRUENE
stasi,2,GRUENE
archiv,1,GRUENE
dokumente,1,GRUENE
parlamentarischen,3,GRUENE
untersuchungsausschüsse,1,GRUENE
ausgewertet,1,GRUENE
opfern,1,GRUENE
rassistischen,1,GRUENE
islamistischer,1,GRUENE
terrorismus,3,GRUENE
motivierter,1,GRUENE
gewaltbereiten,1,GRUENE
islamist,1,GRUENE
effektive,1,GRUENE
überwachung,1,GRUENE
gefährder,4,GRUENE
gefährderbegriffs,1,GRUENE
überprüfbaren,1,GRUENE
ausstufungskriterien,1,GRUENE
engmaschig,1,GRUENE
haftbefehle,1,GRUENE
vollstreckt,1,GRUENE
laufende,1,GRUENE
ländergrenzen,3,GRUENE
zusammengezogen,1,GRUENE
terrorabwehrzentren,1,GRUENE
gtaz,1,GRUENE
getz,1,GRUENE
jenseits,1,GRUENE
terrorabwehr,1,GRUENE
grundrechtseingriffe,1,GRUENE
einstufung,1,GRUENE
aussteigerprogramme,1,GRUENE
rechtsextremistischen,1,GRUENE
islamistischen,1,GRUENE
szene,2,GRUENE
professionalisiertes,1,GRUENE
deradikalisierungsnetzwerk,1,GRUENE
deradikalisierung,1,GRUENE
attentate,1,GRUENE
illegalen,2,GRUENE
waffenhandel,1,GRUENE
marktplätzen,1,GRUENE
waffen,8,GRUENE
hantieren,1,GRUENE
häuslicher,1,GRUENE
amokläufe,1,GRUENE
extremistischen,1,GRUENE
attentaten,1,GRUENE
unbedingt,1,GRUENE
legalwaffenbesitzer,1,GRUENE
rechtswidrig,1,GRUENE
verfügen,1,GRUENE
valides,1,GRUENE
bild,1,GRUENE
kriminalstatistische,1,GRUENE
erfassung,1,GRUENE
straftat,1,GRUENE
schusswaffe,1,GRUENE
schussabgabe,1,GRUENE
tatverdächtige,1,GRUENE
berechtigt,1,GRUENE
waffe,2,GRUENE
stirbt,1,GRUENE
tödlichen,1,GRUENE
schusswaffen,2,GRUENE
jäger,1,GRUENE
schießsports,1,GRUENE
sportschütz,1,GRUENE
nichttödliche,1,GRUENE
bevölkerungsschutz,2,GRUENE
krisenfest,1,GRUENE
herausragendes,1,GRUENE
katastrophenfall,1,GRUENE
handlungsfähig,1,GRUENE
bilden,1,GRUENE
überwiegend,1,GRUENE
mitglieder,1,GRUENE
hilfsorganisationen,2,GRUENE
feuerwehren,1,GRUENE
hilfswerks,1,GRUENE
länderübergreifende,1,GRUENE
katastrophen,1,GRUENE
hochwasserereignisse,1,GRUENE
waldbrände,1,GRUENE
stromausfälle,1,GRUENE
schadenspotenzial,1,GRUENE
koordiniertes,1,GRUENE
engagiert,1,GRUENE
katastrophenhilfe,1,GRUENE
spontanhelfer,1,GRUENE
cyber,2,GRUENE
hilfswerk,1,GRUENE
bevölkerungsschutzes,1,GRUENE
whistleblower,4,GRUENE
abgasmanipulationen,1,GRUENE
pflegeeinrichtungen,1,GRUENE
nutzerdaten,1,GRUENE
wirtschaftsskandale,1,GRUENE
hinweise,1,GRUENE
doping,3,GRUENE
kriminellen,1,GRUENE
licht,1,GRUENE
repressalien,1,GRUENE
meldung,1,GRUENE
hinweisgeberschutzgesetz,1,GRUENE
festgeschrieben,1,GRUENE
zweistufiges,1,GRUENE
meldeverfahren,1,GRUENE
furcht,1,GRUENE
hemmnis,1,GRUENE
hinweisgabe,1,GRUENE
hinweisgeber,1,GRUENE
edward,1,GRUENE
snowden,1,GRUENE
ausspähung,1,GRUENE
massenüberwachung,2,GRUENE
verdanken,1,GRUENE
zielgerichtete,3,GRUENE
demokratischer,3,GRUENE
konstituierenden,1,GRUENE
kriminalpolitik,2,GRUENE
rechtsgüter,1,GRUENE
realen,2,GRUENE
beeinträchtigungen,1,GRUENE
anlassbezogen,1,GRUENE
abwehrt,1,GRUENE
verhältnismäßige,1,GRUENE
pauschaler,1,GRUENE
generalverdacht,1,GRUENE
sicherheitsgesetze,1,GRUENE
prüfstand,1,GRUENE
valider,1,GRUENE
empirie,1,GRUENE
beruhen,1,GRUENE
hinsichtlich,2,GRUENE
überwachungsgesamtrechnung,1,GRUENE
laufend,1,GRUENE
fortgeführt,1,GRUENE
biometrischer,1,GRUENE
gesichtserkennung,1,GRUENE
undifferenzierte,1,GRUENE
videoüberwachung,1,GRUENE
anlasslose,1,GRUENE
vorratsdatenspeicherung,1,GRUENE
hintertüren,1,GRUENE
geräten,2,GRUENE
infiltrieren,1,GRUENE
durchsuchung,1,GRUENE
tkü,1,GRUENE
sicherheitslücken,1,GRUENE
melden,1,GRUENE
behebung,1,GRUENE
netzintegrität,1,GRUENE
rechtsgrundlagen,1,GRUENE
verbrechensverhütung,1,GRUENE
korruption,4,GRUENE
manipulationen,1,GRUENE
finanzmarkt,1,GRUENE
verheerende,1,GRUENE
wirtschaftsstraftaten,1,GRUENE
polizeilich,1,GRUENE
schädigungen,1,GRUENE
verstreut,1,GRUENE
wirtschaftskriminalität,1,GRUENE
unverantwortlichkeit,1,GRUENE
organisationsverschulden,1,GRUENE
angeknüpft,1,GRUENE
nachweis,1,GRUENE
abschreckend,1,GRUENE
unrechtmäßiger,1,GRUENE
abschöpfung,1,GRUENE
geschätzt,1,GRUENE
sanktionskatalog,1,GRUENE
ausschluss,1,GRUENE
schadenswiedergutmachung,1,GRUENE
verhinderung,3,GRUENE
sanktionsregister,1,GRUENE
rechtsschutz,2,GRUENE
gruppenklagen,1,GRUENE
diesel,1,GRUENE
abgas,1,GRUENE
gruppenklage,2,GRUENE
massenhaft,1,GRUENE
eingeführten,1,GRUENE
kollektiven,2,GRUENE
klageverfahren,1,GRUENE
musterfeststellungsklage,1,GRUENE
zusteht,1,GRUENE
kapitalanleger,1,GRUENE
musterverfahrensgesetz,1,GRUENE
beliebtere,1,GRUENE
rechtsdurchsetzung,1,GRUENE
legal,1,GRUENE
verhelfen,1,GRUENE
verallgemeinert,1,GRUENE
vereinheitlicht,1,GRUENE
zivilprozessordnung,1,GRUENE
individueller,1,GRUENE
ansprüche,1,GRUENE
zugangsschranken,1,GRUENE
prozesskostenhilfe,1,GRUENE
verbandsklage,1,GRUENE
verbraucherfreundlich,2,GRUENE
unterschiedlicher,1,GRUENE
finanzkraft,1,GRUENE
prozessverzögerung,1,GRUENE
gerichtsverfahren,1,GRUENE
strafrechtliche,1,GRUENE
vernunft,1,GRUENE
augenmaß,1,GRUENE
wirkungen,2,GRUENE
straf,1,GRUENE
strafverfahrensrechts,1,GRUENE
änderungen,1,GRUENE
maßstabs,1,GRUENE
rationaler,1,GRUENE
faktenbasierter,1,GRUENE
sanktionensystem,1,GRUENE
resozialisierung,1,GRUENE
verzicht,2,GRUENE
nutzlose,1,GRUENE
ersatzfreiheitsstrafen,1,GRUENE
bewährungsauflagen,1,GRUENE
sanktionsmöglichkeiten,3,GRUENE
familienrechtlichen,1,GRUENE
besuchs,1,GRUENE
sorgerecht,1,GRUENE
anhörungen,1,GRUENE
kindgerecht,1,GRUENE
mehrfache,1,GRUENE
befragungen,1,GRUENE
vermieden,1,GRUENE
childhood,1,GRUENE
arbeitspensum,1,GRUENE
richter,1,GRUENE
kindschaftssachen,1,GRUENE
rechtsbeschwerdemöglichkeit,1,GRUENE
bundesgerichtshof,1,GRUENE
opferrechte,1,GRUENE
internetkriminalität,1,GRUENE
spezialisiertes,1,GRUENE
staatsanwaltschaften,1,GRUENE
kostenfallen,1,GRUENE
kündigung,3,GRUENE
klick,2,GRUENE
textform,1,GRUENE
mindestlaufzeiten,1,GRUENE
automatische,2,GRUENE
vertragsverlängerungen,1,GRUENE
telefon,1,GRUENE
haustür,1,GRUENE
überrumpelt,1,GRUENE
untergeschoben,1,GRUENE
vertragsfallen,1,GRUENE
bestellung,1,GRUENE
bestellbutton,1,GRUENE
kündigungsbutton,1,GRUENE
eingangsbestätigung,1,GRUENE
mail,1,GRUENE
vertragslaufzeiten,1,GRUENE
verlängerungen,1,GRUENE
verkürzt,1,GRUENE
maximale,1,GRUENE
mindestlaufzeit,1,GRUENE
stillschweigende,1,GRUENE
